tan_d_OH3%,,tan_d_OH1%,,tan_d_OH0.5%,,tan_d_ref,
X,Y,X,Y,X,Y,X,Y
79.9545091498789,0.0033714870912317863,3.285373429278929,0.000015566731704469428,1028.5612149984722,0.001261514113229268,82.08141757903708,0.00006016987673202606
88.68689133894125,0.0036017039498471865,8184.995202120212,0.0027644467274302725,509.54324314522415,0.0008796500493910096,33.04342177695856,0.00005451463759949954
96.92704633079691,0.003801216129631249,2569.678983563381,0.003206969189550121,261.10190750817037,0.0005682462566411403,23.92991296952456,0.000048810646405493194
107.51311610993648,0.004008506828052584,1285.0325100240404,0.002911190432506921,101.94738896211608,0.00030931864118658413,16.39359096929301,0.00004259475856587154
114.0735998821623,0.004131325543377931,652.8925005760968,0.002331625925546388,54.29468003828201,0.00019160036320389588,10.53993129719605,0.00004125407687496571
125.90934838927066,0.004392065127172334,103.31979298082388,0.0007803109529910656,21.044201457019664,0.00006895136997526509,8.440054719677716,0.00003647637484921473
136.2561896260853,0.0045609181165381435,51.941706109233216,0.0004682002553496375,1.8254240079403699,0.0000029473244022876904,5.397734344544631,0.000037817056540118826
144.57058468085398,0.00472958915225162,21.07669629471082,0.0001950668308672611,10.578540939977392,0.000028405997592269652,3.563382115888258,0.000031259904270081185
158.003054880769,0.0049596695456277685,10.652036889786181,0.00009322377442038364,2.9311691292113626,-4.0530069722946593e-7,1.2501700726552958,0.000021606996095600503
170.14535834848863,0.005105550886386431,2.7207767655742985,0.0000042025101446505064,0.427526991240949,-0.000018146994907071792,0.3549589774838104,0.0000045437745750560865
183.22078006264664,0.005297284547533222,1.3111309411785745,-0.000020150899642450842,,,0.18566996463914076,-0.000020539161060133954
200.24435144564708,0.005532459643174719,0.540536115135318,-0.00004345262995914326,,,0.10710452052748072,-0.00002287926001152442
212.46332402938043,0.005696035976622847,,,,,,
232.2039045554923,0.00594140047679504,,,,,,
253.77863938229666,0.006156196763375146,,,,,,
273.2811563135688,0.006325004264327873,,,,,,
294.28241312137396,0.006539664085668729,,,,,,
321.6250413146412,0.006779933883575573,,,,,,
341.2507013329834,0.0069231314079623105,,,,,,
384.16778871828996,0.007229905265797176,,,,,,
419.86192653420403,0.007406491285387175,,,,,,
458.87250969466885,0.0076289296253653025,,,,,,
542.7200302675739,0.007951442474127046,,,,,,
590.2252100344967,0.008112698898507919,,,,,,
674.366635029212,0.008343188687601819,,,,,,
787.8087156853711,0.00855095701436053,,,,,,
945.1944248153353,0.008736044818355828,,,,,,
1051.535180060435,0.008813447902058645,,,,,,
1274.7523585583167,0.008845790163760987,,,,,,
1664.1116591251866,0.0087794680574853,,,,,,
2032.356743097699,0.008639932350351782,,,,,,
2374.24017207634,0.008438850820316339,,,,,,
2766.798518273896,0.00823137816824267,,,,,,
3053.8687208970937,0.008089636273074604,,,,,,
3541.274627088149,0.007838813163332396,,,,,,
4046.1122523793665,0.007591674615049948,,,,,,
4488.016016698564,0.00741049426573852,,,,,,
5052.447312584356,0.007187419087977223,,,,,,
5687.863802504654,0.006949059803419884,,,,,,
6216.339641465797,0.006766469313302869,,,,,,
6895.268874394248,0.006586197110936552,,,,,,
7878.245777023226,0.00631012955324958,,,,,,
8738.683216209698,0.0061123914215757726,,,,,,
9530.347709992026,0.005908494393561832,,,,,,
10284.570617170859,0.005731789869306448,,,,,,
