w,eps',tand,conc
0.1,2.386528200906038,0.0,3.0
0.11233240329780274,2.385822712448187,0.0,3.0
0.12618568830660204,2.3851922093600737,0.0,3.0
0.1417474162926805,2.3846327089889705,0.0,3.0
0.1592282793341092,2.384140296571801,0.0,3.0
0.1788649529057435,2.3837111252351373,6.299309793458821e-05,3.0
0.20092330025650468,2.383341415995203,0.00013202791773734646,3.0
0.22570197196339203,2.3830274577578687,0.0001874737253823536,3.0
0.25353644939701114,2.3827656073186567,0.000230588944736903,3.0
0.2848035868435802,2.3825522893627387,0.0002625957324147363,3.0
0.31992671377973836,2.382383996464935,0.00028467997777604126,3.0
0.35938136638046275,2.382257289089717,0.00029799130292745276,3.0
0.40370172585965547,2.3821687955912054,0.0003036430627220529,3.0
0.4534878508128582,2.38211521221317,0.0003027123447593704,3.0
0.509413801481638,2.3820933030890297,0.0002962399693853812,3.0
0.5722367659350217,2.3820999002418555,0.00028523048969250825,3.0
0.6428073117284321,2.3821319035843653,0.0002706521915196211,3.0
0.7220809018385463,2.382186280918929,0.0002534370934520366,3.0
0.8111308307896871,2.382260067937564,0.00023448094682151848,3.0
0.9111627561154891,2.3823503682219394,0.0002146432357062774,3.0
1.0235310218990263,2.3824543532433724,0.00019474717693097093,3.0
1.1497569953977356,2.382569262362831,0.00017557972006670383,3.0
1.291549665014884,2.3826924028309326,0.0001578915474310275,3.0
1.4508287784959395,2.3828211497879437,0.0001423970740879406,3.0
1.6297508346206444,2.382952946263781,0.00012977444784788853,3.0
1.8307382802953678,2.383085303178011,0.00012066554926776386,3.0
2.0565123083486516,2.3832157993398493,0.00011567599165090591,3.0
2.3101297000831593,2.3833420814481614,0.00011537512104710113,3.0
2.595024211399736,2.3834618640914633,0.00012029601625258286,3.0
2.9150530628251756,2.3835729297479196,0.0001309354888100314,3.0
3.2745491628777286,2.3836731287853445,0.00014775408300857413,3.0
3.678379771828632,2.3837603794612034,0.0001711760758837851,3.0
4.132012400115337,2.3838326679226096,0.0002015894772176858,3.0
4.641588833612779,2.3838880482063267,0.0002393460295387443,3.0
5.214008287999684,2.3839246422387683,0.00028476120812187544,3.0
5.857020818056667,2.383940639835998,0.0003381142209884419,3.0
6.579332246575679,2.3839342987037275,0.000399648008906252,3.0
7.390722033525779,2.3839039444373205,0.0004695692453895625,3.0
8.302175681319744,2.3838479705217877,0.0005480483366990759,3.0
9.326033468832199,2.383764838331792,0.0006352194218419427,3.0
10.476157527896651,2.3836530771316444,0.0007311803725717594,3.0
11.768119524349979,2.3835112840753063,0.0008359927933885692,3.0
13.219411484660288,2.383338124206388,0.0009496820215388645,3.0
14.84968262254465,2.3831323304581504,0.0010722371270155825,3.0
16.68100537200059,2.382892703653504,0.001203610912558108,3.0
18.73817422860383,2.3826181125050083,0.0013437199136522714,3.0
21.049041445120196,2.3823074936148725,0.0014924443985303536,3.0
23.644894126454073,2.3819598514749565,0.0016496283681710798,3.0
26.560877829466868,2.381574258466769,0.001815079556299621,3.0
29.836472402833405,2.381149854861468,0.001988569429387599,3.0
33.51602650938841,2.3806858488198626,0.0021698331866530766,3.0
37.64935806792467,2.3801815163924105,0.002358569760060573,3.0
42.29242874389499,2.379636201519219,0.002554441814321045,3.0
47.50810162102798,2.379049316030046,0.002757075746891901,3.0
53.36699231206307,2.3784203396442978,0.002966061687976994,3.0
59.94842503189409,2.377748819971032,0.003180953500526627,3.0
67.34150657750821,2.3770343725089536,0.003401268780237549,3.0
75.64633275546291,2.37627668064642,0.0036264888555529538,3.0
84.97534359086438,2.3754754956614357,0.003856058787662483,3.0
95.45484566618337,2.374630636721657,0.004089387370502229,3.0
107.22672220103232,2.3737419908843886,0.0043258471307547255,3.0
120.45035402587824,2.3728095130965854,0.004564774327848956,3.0
135.3047774579806,2.371833226194852,0.00480546895396035,3.0
151.99110829529332,2.3708132209054416,0.005047194734010787,3.0
170.73526474706904,2.369749655844259,0.005289179125668588,3.0
191.79102616724887,2.368642757516857,0.005530613319348528,3.0
215.44346900318845,2.3674928203184393,0.005770652238211821,3.0
242.0128264794381,2.3663002065338583,0.0060084145381661316,3.0
271.85882427329403,2.365065346337617,0.006242982607865575,3.0
305.3855508833416,2.363788737793867,0.006473402568710709,3.0
343.04692863149194,2.3624709468564102,0.006698684274848541,3.0
385.3528593710527,2.3611126073686983,0.006917801313172519,3.0
432.8761281083057,2.359714421063833,0.007129691003322548,3.0
486.26015800653533,2.3582771575645642,0.007333254397684973,3.0
546.2277217684342,2.3568016543832937,0.007527356281392586,3.0
613.590727341317,2.3552888169220707,0.007710825172324629,3.0
689.2612104349695,2.353739618472596,0.007882453321106788,3.0
774.263682681127,2.352155100216218,0.008040996711111203,3.0
869.7490026177834,2.3505363712239378,0.008185175058456451,3.0
977.0099572992247,2.3488846084564026,0.008313671812007557,3.0
1097.4987654930567,2.3472010567639123,0.008425134153376007,3.0
1232.8467394420659,2.3454870288864145,0.008518172996919713,3.0
1384.8863713938717,2.3437439054535076,0.008591362989743051,3.0
1555.6761439304723,2.3419731349844395,0.008643242511696835,3.0
1747.5284000076829,2.340176233888107,0.008672313675378325,3.0
1963.0406500402723,2.3383547864630576,0.00867704232613124,3.0
2205.1307399030457,2.336510444897488,0.00865585804204573,3.0
2477.076355991709,2.334644929269244,0.0086071541339584,3.0
2782.559402207126,2.332760027545823,0.008529287645452303,3.0
3125.7158496882353,2.3308575955843693,0.008420579352856936,3.0
3511.1917342151273,2.3289395571316795,0.008279313765248247,3.0
3944.206059437656,2.327007903824198,0.008103739124448624,3.0
4430.621457583878,2.3250646951880203,0.00789206740502691,3.0
4977.023564332114,2.3231120586388903,0.007642474314298387,3.0
5590.810182512223,2.3211521894822025,0.007353099292324791,3.0
6280.291441834246,2.3191873509130003,0.007022045511914305,3.0
7054.8023107186455,2.317219874015978,0.0066473798786215454,3.0
7924.82898353917,2.3152521577654785,0.0062271330307476,3.0
8902.150854450392,2.3132866690254947,0.005759299339339972,3.0
10000.0,2.3113259425496686,0.00524183690819265,3.0
0.1,2.2791113588514156,0.0,1.0
0.11233240329780274,2.279001708835917,0.0,1.0
0.12618568830660204,2.2789010705529695,0.0,1.0
0.1417474162926805,2.278809135258183,0.0,1.0
0.1592282793341092,2.278725592281473,0.0,1.0
0.1788649529057435,2.2786501290270564,0.0,1.0
0.20092330025650468,2.278582430973455,0.0,1.0
0.22570197196339203,2.278522181673493,0.0,1.0
0.25353644939701114,2.2784690627542985,2.8791195838185664e-05,1.0
0.2848035868435802,2.2784227539173023,5.4487618230796325e-05,1.0
0.31992671377973836,2.278382932938239,7.44764573332553e-05,1.0
0.35938136638046275,2.278349275667146,8.924215152819678e-05,1.0
0.40370172585965547,2.278321456028364,9.925599923621856e-05,1.0
0.4534878508128582,2.278299146020538,0.00010497615891588209,1.0
0.509413801481638,2.2782820157166155,0.00010684764906371256,1.0
0.5722367659350217,2.2782697332638473,0.00010530234821419874,1.0
0.6428073117284321,2.278261964883787,0.00010075899493979315,1.0
0.7220809018385463,2.278258374872293,9.362318785091197e-05,1.0
0.8111308307896871,2.2782586255995256,8.428738559593498e-05,1.0
0.9111627561154891,2.278262377509949,7.313090686120577e-05,1.0
1.0235310218990263,2.2782692891223304,6.051993037103146e-05,1.0
1.1497569953977356,2.278279017029741,4.6807494887683006e-05,1.0
1.291549665014884,2.2782912158995545,3.2333499211394814e-05,1.0
1.4508287784959395,2.278305538473448,1.742470218036526e-05,1.0
1.6297508346206444,2.2783216355674027,2.3947226707560663e-06,1.0
1.8307382802953678,2.2783391560717026,0.0,1.0
2.0565123083486516,2.278357746950934,0.0,1.0
2.3101297000831593,2.2783770532439886,0.0,1.0
2.595024211399736,2.278396718064059,0.0,1.0
2.9150530628251756,2.278416382598644,0.0,1.0
3.2745491628777286,2.2784356861095425,0.0,1.0
3.678379771828632,2.278454265932859,0.0,1.0
4.132012400115337,2.278471757479,0.0,1.0
4.641588833612779,2.2784877942326767,0.0,1.0
5.214008287999684,2.2785020077529023,0.0,1.0
5.857020818056667,2.2785140276729936,0.0,1.0
6.579332246575679,2.2785234817005713,0.0,1.0
7.390722033525779,2.2785299956175584,0.0,1.0
8.302175681319744,2.2785331932801824,0.0,1.0
9.326033468832199,2.2785326966189734,0.0,1.0
10.476157527896651,2.2785281256387644,0.0,1.0
11.768119524349979,2.2785190984186925,0.0,1.0
13.219411484660288,2.278505231112198,0.0,1.0
14.84968262254465,2.278486137947024,1.4794724057655271e-05,1.0
16.68100537200059,2.2784614312252174,4.2965517434510074e-05,1.0
18.73817422860383,2.278430721323128,7.456579350179356e-05,1.0
21.049041445120196,2.2783936166914094,0.00010962009197086888,1.0
23.644894126454073,2.278349723855018,0.00014813981259106219,1.0
26.560877829466868,2.2782986474132136,0.0001901232151496636,1.0
29.836472402833405,2.27823999003956,0.000235555419471927,1.0
33.51602650938841,2.2781733524819225,0.00028440840542106916,1.0
37.64935806792467,2.2780983335624723,0.00033664101289827196,1.0
42.29242874389499,2.278014530177682,0.0003921989418426801,1.0
47.50810162102798,2.277921537298328,0.00045101475223140153,1.0
53.36699231206307,2.27781894796949,0.0005130078640795085,1.0
59.94842503189409,2.2777063533105513,0.0005780845574400371,1.0
67.34150657750821,2.277583342515198,0.0006461379724039873,1.0
75.64633275546291,2.2774495028514194,0.0007170481091003213,1.0
84.97534359086438,2.277304419661509,0.0007906818276959655,1.0
95.45484566618337,2.277147676362063,0.000866892848395812,1.0
107.22672220103232,2.276978854443981,0.0009455217514427133,1.0
120.45035402587824,2.276797533472466,0.0010263959771174887,1.0
135.3047774579806,2.2766032910870235,0.0011093298257389183,1.0
151.99110829529332,2.2763957030014637,0.0011941244576637484,1.0
170.73526474706904,2.2761743430038988,0.0012805678932866877,1.0
